Country,Indicator,Indicator_Type,SeriesCode,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Role
Mauritania,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,1.09,1.02,0,0,0,Not Assigned
Mauritius,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,6.42,0,0,6.28,5.61,5.88,7.92,7.1,7.53,8.91,7.73,7.48,6.53,8.15,4.42,4.88,4.87,7.66,8.59,6.27,8.11,7.87,6.72,0,Not Assigned
Mayotte,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,13.8,2.49,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Mexico,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,33.27,31.39,30.32,29.86,27.2,28.52,29.65,24.83,38.75,54.11,69.37,71.87,67.67,59.39,50.92,52.27,61.17,79.02,89.49,88.56,87.83,84.89,78.34,0,Beneficiary
Micronesia (Federated States of),16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,0,0,0,Not Assigned
Monaco,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Mongolia,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,13.63,13.12,15.55,13.02,34.02,24.18,24.67,26.56,29.12,21.41,21.9,22.06,21.7,18.26,18.55,18.62,19.07,18.71,18.51,17.88,0,Not Assigned
Montenegro,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,4.27,0,0,0,0,5.75,11.53,10.05,7.14,10.1,8.15,4.8,9.55,8.13,13.43,7.17,6.74,11.06,8.68,7.26,7.68,0,Not Assigned
Montserrat,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,61.71,61.35,0,60.58,0,0,0,61.57,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Morocco,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,1.61,1.88,1.58,1.72,1.56,1.54,1.62,1.66,1.35,4.04,2.44,2.63,3.44,3.8,3.11,3.71,5.06,6.4,4.24,8.27,8.74,5.78,4.93,5.09,Not Assigned
Mozambique,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,6.04,5.56,5.44,5.74,5.39,4.31,3.99,4.55,3.67,3.79,3.57,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Myanmar,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,2.29,1.99,1.75,1.63,1.57,1.42,1.62,1.55,1.62,5.38,4.87,6.36,8.59,7.34,7.23,7.59,7.75,7.99,8.29,8.6,8.84,85.5,11.64,0,Not Assigned
Namibia,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,20.89,19.02,18.32,0,18.15,0,0,0,17.37,18.76,14.96,14.44,17.9,0,0,0,0,0,60.08,39.46,37.07,37.76,0,0,Not Assigned
Nepal,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,2.59,3.4,3.39,2.95,3.6,3.34,2.3,3.15,3.32,2.98,2.99,2.49,2.35,2.21,2.03,2.17,2.21,2.24,2.31,1.92,2.1,0,0,0,Not Assigned
Netherlands (Kingdom of the),16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,3.41,3.79,3.65,3.77,3.55,3.21,2.35,2.62,2.74,2.8,2.6,2.57,2.59,2.23,2.19,1.83,1.65,2.31,1.74,2.16,2.08,2.16,2.43,0,Not Assigned
New Caledonia,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,3.26,4.81,4.35,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
New Zealand,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,4.06,3.94,4.57,3.29,3.32,4.44,3.53,3.42,3.6,4.7,2.96,2.68,2.79,3.12,2.87,3.15,3.22,2.22,3.42,7.62,3.1,3.34,0,0,Torchbearer
Nicaragua,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,9.29,10.34,10.53,11.93,11.99,13.36,13.06,12.73,39.14,42.02,40.55,37.57,33.75,29.34,8.46,25.15,21.43,20.09,31.35,23.37,0,33.26,0,0,Not Assigned
Niger,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,0,0,0,4.81,4.39,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Nigeria,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,0,0,21.74,0,0,0,0,Beneficiary
North Macedonia,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,6.91,2.68,8.71,10.13,7.08,4.24,6.63,6.06,5.03,5.02,6.16,4.29,4.15,3.15,4.99,3.57,2.7,4.41,3.55,3.27,1.56,2,2.59,0,Not Assigned
Norway,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,3.21,2.46,3.04,2.23,2.35,2.14,2.12,1.91,2.14,1.81,1.77,6.72,1.61,2.72,1.69,1.38,1.55,1.59,1.41,1.57,1.73,1.62,1.65,0,Torchbearer
Oman,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,1.16,1.44,1.7,2.11,4.73,1.42,1.77,1.37,1.67,1.06,1.1,2.54,0.95,1.09,1.07,1.06,0.77,1.44,0.89,0.7,0.79,0,Not Assigned
Other non-specified areas in Eastern Asia,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,1.37,0,0,0,0,1,0.77,0.83,0.79,0.78,0,0.77,0.72,0,0.82,0,0,0,0,0,0,0,0,Not Assigned
Pakistan,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,5.77,6.03,5.8,5.6,5.63,5.61,5.64,5.8,6.49,6.57,6.78,6.98,6.85,6.79,6.37,4.5,3.99,3.81,3.75,3.59,3.68,3.92,4.21,0,Beneficiary
Palau,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.86,0,0,11.2,0,0,0,0,0,Not Assigned
Panama,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,29.81,29.92,36.06,31.7,28.43,32.96,19.64,24.34,42.23,47.28,38.02,44.58,50.82,51.99,46.54,35.68,29.91,27.67,28.86,34,34.86,37.87,33.96,0,Not Assigned
Papua New Guinea,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,8.44,7.65,7.98,10,0,9.28,9.09,7.51,8.45,9.47,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Paraguay,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,19.42,25.21,25.95,24,22.32,16.2,13.41,41.83,44.09,43.02,38.4,33.61,32.76,30.07,28.38,29.88,31.94,25.46,23.08,25.38,21.75,23.45,20.84,0,Not Assigned
Peru,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,0,0,0,16.44,19.78,20.11,20.46,21.78,23,22.57,22.82,21.7,17.04,0,0,0,Not Assigned
Philippines,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,7.36,7.35,8.06,0,0,0,0,19.86,19.04,29.2,27.26,26.29,25.81,0,0,0,31.68,23.06,15.49,12.85,0,0,0,0,Beneficiary
Poland,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,6.72,6.08,5.61,3.47,3.33,2.92,2.58,2.77,2.57,3.03,3,3.3,3.21,2.39,2.24,2.33,2.04,2.25,2.15,1.99,2.09,2.16,2.04,0,Not Assigned
Portugal,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,3.41,3.08,3.45,2.9,2.79,3.9,2.99,3.57,2.38,2.51,3.55,3.27,3.52,4.18,2.65,2.93,1.95,2.25,2.39,2.14,2.38,2.43,0,0,Not Assigned
Puerto Rico,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,58.73,64.14,65.66,65.61,67.76,66.53,63.47,63.01,71.47,78.67,85.24,98.28,85.37,78.78,60.94,54.17,63.26,66.88,61.83,59.52,52.52,60.25,54.5,44.15,Not Assigned
Qatar,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0.15,2.07,0,0,1.8,2.55,1.39,2.35,2.12,1.52,0.54,0.52,0.99,1.16,1.19,0.7,1.6,1.13,0.85,0.93,1.19,1.13,1.15,0,Not Assigned
Republic of Korea,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0.79,0.87,0.78,0.81,0.88,0.86,0.87,0.89,0.89,1.1,0.99,2.46,2.63,2.11,2.24,2.21,2.07,1.74,1.79,1.69,1.75,1.56,1.59,0,Not Assigned
Republic of Moldova,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,31.08,29.84,29.44,23.69,20.8,22.49,20.26,17.04,18.75,20,21.81,18.17,19.91,20.4,14.86,17.61,18.95,13.53,16.14,11.89,9.19,6.63,6.96,6.92,Not Assigned
Romania,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,7.7,9.73,9.14,9.8,6.92,6.19,5.17,5.53,4.43,3.8,3.96,3.06,3.17,3.3,4.92,5.16,4.68,3.91,3.86,3.78,4.38,3.82,3.8,0,Not Assigned
Russian Federation,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,86.03,90.28,93.6,88.75,83.83,76.43,62.09,54.76,39.25,38.03,35.93,34.82,34.87,34.35,35.29,35.46,33.66,28.14,25.27,23.66,22.61,20.9,0,0,Not Assigned
Rwanda,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,3.44,2.81,1.47,0,2.82,0,2.36,3.23,3.76,2.52,3.29,3.84,2.27,3.15,3.59,0,0,0,Not Assigned
Réunion,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,8.39,9.09,6.78,8.43,6.26,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Saint Helena,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,17.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Saint Kitts and Nevis,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,6.6,39.2,32.56,64.92,71.25,17.12,36.27,34.03,48.77,172.68,134.11,216.73,37.71,0,0,0,191.04,146.32,146.3,76.49,64.33,89.96,70.3,0,Not Assigned
Saint Lucia,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,43.52,21.17,78.25,66.6,67.88,24.79,25.83,17.31,23.13,69.06,77.33,80.26,67.67,57,58.51,47.93,51.19,83.27,62.64,77.69,87.45,117.49,110.68,0,Not Assigned
Saint Martin (French Part),16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,0,0,0,22.01,5.55,22.45,22.69,17.13,28.73,0,0,0,0,0,0,0,Not Assigned
Saint Pierre and Miquelon,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,16.51,16.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Saint Vincent and the Grenadines,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,17.57,10.56,17.63,15.91,76.66,69.17,53.56,107.4,43.1,62.14,67.8,0,0,0,0,0,111.84,109.58,96.03,53.53,93.71,90.81,120.12,0,Not Assigned
Samoa,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,0,8.28,8.22,0,0,3,0,0,0,10.01,18.37,0,0,0,0,0,Not Assigned
San Marino,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,10.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Sao Tome and Principe,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,2.41,2.36,8.05,2.81,3.29,3.23,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Saudi Arabia,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0.8,1.04,1.26,1.08,1.27,1.22,1,1,0,0,0,0,0,0,0,0,0,0,0.64,0.8,0,0,0,0,Not Assigned
Serbia,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,8.72,9.3,7.68,6.74,6.32,5.69,6.06,6.68,5.5,6.09,5.22,5.13,4.39,5.56,4.74,4.04,4.69,3.49,4.29,3.61,3.47,3.2,3.11,0,Not Assigned
Seychelles,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,35.2,0,30.84,26.93,19.89,45.65,28.8,50.76,12.35,55.47,48.05,7.05,11.94,6.88,8.73,9.58,8.53,4.7,9.34,0,Not Assigned
Sierra Leone,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,2.02,1.74,1.74,2.26,3.02,2.52,2.53,2.83,1.66,0,0,1.7,0,0,0,0,2.14,0,0,0,Not Assigned
Singapore,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,1.01,0.78,0.74,0.64,0.47,0,1.14,1.16,1.67,1.19,1.09,0.9,0.61,0.92,0.75,0.73,0.95,0.57,0.47,0.61,0.51,0.3,0.35,0,Not Assigned
Slovakia,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,7.27,6.63,6.78,7.7,6.07,5.22,4.62,4.6,4.84,4.36,4.71,5.07,3.75,4.09,3.75,2.51,3.22,4.22,3.51,3.96,3.39,2.83,2.09,0,Not Assigned
Slovenia,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,1.81,1.41,1.81,1.06,4.09,3,1.8,3.58,1.47,1.91,2.19,2.32,2.03,1.75,2.31,2.88,1.44,2.73,1.28,1.98,1.56,1.27,1.83,0,Not Assigned
Solomon Islands,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,4.24,5.39,4.66,5.15,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
South Africa,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,46.48,45.32,45.22,41.21,38.7,37.8,118.29,112.67,109.44,100.15,93.66,90.53,30.51,31.6,32.53,33.42,102.53,109.38,111.65,111.78,33.96,125.11,134.5,0,Beneficiary
South Sudan,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,0,0,0,0,14.05,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Spain,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,1.36,4.25,4.1,4.2,3.64,3.58,3.22,3.21,2.67,2.67,2.58,2.47,2.35,1.95,2.09,1.95,1.9,1.99,1.86,2.11,1.89,1.84,2.06,0,Not Assigned
Sri Lanka,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,6.2,10.29,0,29.9,16.28,11.18,10.63,9.75,8.89,7.9,6.93,7.5,6.88,7.25,10.37,0,0,0,0,Not Assigned
State of Palestine,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,1.34,1.73,2.57,0,2.77,2.34,0,0,1.23,1.13,2.58,1.9,1.94,0.56,0.55,3.62,0.41,2.17,1.5,2.13,2.88,2.64,4.24,0,Not Assigned
Suriname,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,14.2,16.21,11.5,11.91,9.01,13.37,11.88,25.53,24.1,0,0,0,0,15.41,16.84,17.73,21.15,18.39,19.21,15.01,27.21,17.16,21.88,0,Not Assigned
Sweden,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,3.25,2.94,3.39,2.86,3.58,2.76,3,3.64,2.67,3,2.91,2.58,2.11,2.71,2.67,3.41,3.18,3.36,3.18,3.24,3.59,3.23,3.29,0,Torchbearer
Switzerland,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,2.87,3.58,3.54,1.99,2.12,2.02,1.6,1.35,1.42,1.98,1.98,1.74,1.69,2.11,1.5,2.07,1.61,1.6,1.76,1.61,1.63,1.44,1.44,0,Not Assigned
Syrian Arab Republic,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,2.19,2.25,2.14,2.3,2.36,2.31,2.3,2.57,2.46,2.18,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Tajikistan,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,4.51,3.64,2.75,2.46,2.09,2.27,8.27,5.52,4.1,3.9,7.12,4.86,0,0,0,0,0,0,0,0,2.72,0,0,0,Not Assigned
Thailand,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,24.62,7.89,21.36,30.02,19.79,22.08,21.38,20.08,17.86,16.52,16.21,14.57,9.75,8.45,7.69,0,0,0,0,0,0,0,0,0,Not Assigned
Timor-Leste,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,2.43,4.75,4.93,6.08,3.36,3,3.58,0,0,0,0,4.06,0,0,0,0,0,0,0,0,Not Assigned
Tonga,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,2.89,17.32,17.23,17.07,5.65,11.25,22.37,2.79,11.18,22.37,2.78,5.56,2.8,0,0,0,0,0,9.51,4.76,3.84,0,0,0,Not Assigned
Trinidad and Tobago,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,9.01,11.28,12.7,16.92,57.64,85.09,81.35,85.27,118.58,109.32,101.3,74.92,80.26,85.38,84.37,87.02,31.51,101.26,103.74,106.96,79.35,29.36,39.52,0,Not Assigned
Tunisia,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,1.89,2.5,2.38,2.58,2.62,2.36,2.63,0,2.97,0,0,0,0,0,0,14.28,13.92,0,0,0,Not Assigned
Turkmenistan,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,5.84,5.35,5.13,4.9,4.34,4.22,4.1,0,0,0,5.99,5.63,4.35,4.54,4.73,3.29,0,0,0,0,0,0,0,0,Not Assigned
Turks and Caicos Islands,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,28.65,0,0,0,0,22.84,21.88,20.76,0,0,0,35.57,17.01,0,0,0,0,30.18,51.95,31.03,76.58,0,Not Assigned
Tuvalu,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,0,0,9.48,9.35,18.43,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Türkiye,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,12.7,12.88,14.4,13.62,15.29,13.68,0,12.54,12.36,12.8,0,0,8.4,9.98,9.27,7.82,7.35,7.64,7.66,8,0,Not Assigned
Uganda,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,8.93,27.69,10.29,29.5,34.03,35.81,32.98,37.15,0,34.88,35.59,10.83,10.99,10.04,8.53,26.42,0,Not Assigned
Ukraine,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,27.77,30.77,27.49,26.04,22.63,19.82,19.51,5.71,16.46,14.99,13.37,0,5.14,0,6.3,0,0,19.15,4.5,4.12,3.87,3.84,0,0,Not Assigned
United Arab Emirates,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,0,0,2.36,1.8,2.33,2.01,2.05,1.84,0,0,0,2.12,1.99,1.34,0,0,Not Assigned
United Kingdom (England and Wales),16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,4.4,4.55,5.4,4.41,4.41,3.98,3.96,4.03,3.5,3.23,3.43,2.81,2.89,2.75,2.64,2.79,3.56,3.57,3.25,3.43,2.8,3.46,0,0,Not Assigned
United Kingdom (Northern Ireland),16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,2.67,3.38,2.24,0,0,5.42,5.21,4.98,4.09,4.9,3.84,3.66,3.48,3.3,2.78,3.75,3.09,3.86,3.68,4.62,3.34,3.31,4.26,0,Not Assigned
United Kingdom (Scotland),16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,6.34,6.99,7.54,6.58,8.21,5.68,7.13,6.77,5.76,4.74,5.77,5.32,3.61,3.53,3.58,3.33,3.64,3.29,3.56,3.65,3.28,2.92,0,0,Not Assigned
United Kingdom of Great Britain and Northern Ireland,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,1.55,1.63,1.87,1.55,1.58,4.16,4.26,4.29,3.71,3.42,3.62,3.05,2.95,2.82,2.74,3.02,3.62,3.69,3.42,3.46,3.01,0,0,0,Not Assigned
United Republic of Tanzania,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,7.44,7.63,0,0,0,0,0,26.07,27.05,25.91,22.71,0,21.53,19.08,16.87,14.2,13.7,11.16,0,0,0,Not Assigned
United States Virgin Islands,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,65.28,79.9,116.92,88.86,106.98,106.88,124.06,124.21,133.12,144.81,161.97,131.45,153.24,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
United States of America,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,16.65,20.12,16.98,11.45,11.08,11.37,17.42,17.07,16.25,15.05,14.27,14.09,14.15,13.51,13.25,14.74,16.03,15.79,14.84,15.01,19.33,20.49,19.22,0,Torchbearer
Uruguay,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,6.5,6.6,6.99,5.95,6.04,5.73,18.51,17.78,20.17,20.58,18.61,18.02,24.18,23.4,24.06,26.23,23.66,25.16,37.46,35.05,30.34,27.22,34.11,0,Not Assigned
Uzbekistan,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,4.28,4.28,4.14,3.72,3.67,3.42,3.2,2.98,3,0,0,0,0,0,0,6.32,7.22,5.55,4.39,3.6,4.02,4.22,0,0,Not Assigned
Vanuatu,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0.97,0,0,0,Not Assigned
Venezuela (Bolivarian Republic of),16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,98.39,95.87,113.8,131.89,111.13,112.05,135.68,143.44,156.8,148.28,136.85,145.62,163.95,0,63.03,152.19,168.35,143.08,0,40.98,29.43,19.31,12.61,0,Not Assigned
Viet Nam,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,1.26,1.32,1.3,1.29,1.27,1.25,1.38,1.28,1.43,1.53,1.54,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Yemen,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,3.74,0,0,3.49,3.12,0,0,0,0,4.12,4.44,5.4,6.16,6.31,0,0,0,0,0,0,0,0,0,0,Not Assigned
Zambia,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,8.06,0,0,0,0,0,0,0,5.4,6.1,5.9,6.05,6,5.69,5.24,5.25,0,0,0,0,0,0,0,0,Not Assigned
Zimbabwe,16.1.1,Homicide,VC_IHR_PSRC,PER_100000_POP,0,12.84,13.54,11.26,11.15,11.04,8.69,0,0,0,5.54,0,7.4,0,0,0,0,0,14.99,15.82,15.32,18.93,20.47,0,Not Assigned
Afghanistan,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,55.31,0,0,0,26.62,0,0,0,31.29,0,0,0,0,0,0,0,0,0,Not Assigned
Albania,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,19.13,21.16,25.17,24.78,38.75,39.61,34.88,40.48,39.71,38.03,39.52,51.4,49.24,154.83,128.78,122.12,125.96,151.65,166.72,169.22,0,Not Assigned
Algeria,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,22.83,34.5,33.9,0,12.36,0,13.55,6.83,10,6.25,6.72,8.61,0,0,12,12,0,0,0,0,Not Assigned
American Samoa,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,14.58,0,0,0,0,11.92,0,0,0,0,0,0,Not Assigned
Andorra,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,46.67,53.52,45.21,43.64,59.09,53.06,47.22,69.77,77.36,110.56,145.45,156.21,183.43,149.06,132.67,0,52.17,0,Not Assigned
Angola,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,75.84,0,0,0,0,0,0,0,47.68,0,0,50.43,0,47.99,0,0,0,0,0,44.42,0,Not Assigned
Anguilla,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,27.63,0,0,0,0,45.45,45.45,0,0,0,0,0,Not Assigned
Antigua and Barbuda,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,26.8,0,0,0,0,0,0,0,46.09,0,0,38.54,0,0,0,0,0,43.28,0,Not Assigned
Argentina,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,57.58,53.8,57.14,57.56,56.86,52.58,50.66,50.27,49.72,50.88,50.91,152.33,145.92,149.15,139.82,140.31,139.82,132.91,0,Not Assigned
Armenia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,29.59,26.89,28.08,23.95,20.01,24.33,32.46,99.5,76.67,76.44,77.48,77.17,85.47,85.99,104.76,116.92,45.79,130.12,57.19,0,0,Not Assigned
Aruba,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,4.33,0,16.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Australia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,20.45,20.42,0,0,21.78,22.33,21.22,63.51,70.63,74.05,73.32,73.9,83.81,97.44,96.56,99.09,102.51,98.42,110.22,35.9,37.29,Torchbearer
Austria,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,23.25,23.5,21.79,22.83,22.9,21.66,20.39,20.34,20.41,21.1,0,61.69,65.79,62.32,63.31,56.95,55.3,61.85,20.87,Not Assigned
Azerbaijan,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,11.64,12.47,12.4,12.58,10.74,12.9,12.65,14.26,14.12,17.08,16.83,0,19.36,44.64,43.07,44.38,59.4,0,25.25,0,Not Assigned
Bahamas,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,22.26,0,0,0,0,39.12,0,57.15,0,42.98,0,0,152.38,137.64,139.92,160.37,175.02,73.65,0,Not Assigned
Bangladesh,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,66.19,64.16,0,0,0,72.61,0,68.3,0,0,73.8,0,78.25,0,81.3,0,0,75.62,0,Beneficiary
Barbados,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,37.91,0,37.43,34.13,61.58,39.23,40.75,42.58,40.42,39.24,54.93,122.65,123.79,281.02,293.1,199.14,156.62,152.83,0,Not Assigned
