Country,Indicator,Indicator_Type,SeriesCode,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Role
Malawi,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beneficiary
Malaysia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,Not Assigned
Maldives,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Not Assigned
Mali,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Malta,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Not Assigned
Mauritius,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Mexico,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,12.6,0.0,14.6,0.0,15.73,0.0,14.7,0.0,0.0,Beneficiary
Mexico,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,21.7,0.0,21.24,0.0,19.35,0.0,0.0,Beneficiary
Mexico,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,8.5,0.0,10.8,0.0,10.31,0.0,0.0,Beneficiary
Micronesia (Federated States of),16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,Not Assigned
Mongolia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,Not Assigned
Montenegro,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,12.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Montenegro,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Montenegro,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Morocco,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Mozambique,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,Beneficiary
Myanmar,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,Not Assigned
Namibia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Nepal,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,Beneficiary
Netherlands (Kingdom of the),16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Not Assigned
New Caledonia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,Not Assigned
Nicaragua,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Niger,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Nigeria,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,0.0,0.0,23.9,0.0,0.0,0.0,0.0,Beneficiary
Nigeria,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,0.0,0.0,30.2,0.0,0.0,0.0,0.0,Beneficiary
Nigeria,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1,0.0,0.0,35.2,0.0,0.0,0.0,0.0,Beneficiary
North Macedonia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
North Macedonia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
North Macedonia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Other non-specified areas in Eastern Asia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,Not Assigned
Pakistan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beneficiary
Panama,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,18.0,0.0,0.0,0.0,0.0,Not Assigned
Papua New Guinea,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,Not Assigned
Paraguay,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,Not Assigned
Paraguay,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,Not Assigned
Paraguay,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,Not Assigned
Peru,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87,6.03,4.87,4.04,4.04,3.92,4.6,3.6,3.9,3.7,3.15,0.0,0.0,0.0,Beneficiary
Peru,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,3.6,3.22,3.91,4.81,5.53,5.35,4.86,4.35,3.64,3.15,2.82,2.8,3.48,2.59,2.92,2.89,2.81,0.0,0.0,0.0,Beneficiary
Peru,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,2.88,2.54,2.33,1.72,1.72,2.43,1.73,2.09,2.19,2.54,0.0,0.0,0.0,Beneficiary
Philippines,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,3.2,2.5,0.0,5.5,0.0,0.0,0.0,0.0,Beneficiary
Poland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Poland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Poland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Not Assigned
Portugal,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Not Assigned
Republic of Moldova,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Romania,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Not Assigned
Russian Federation,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Saint Lucia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,Not Assigned
Samoa,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,Not Assigned
Sao Tome and Principe,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Senegal,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Serbia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Serbia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,15.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Serbia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Sierra Leone,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,Beneficiary
Slovakia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,Not Assigned
Slovenia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Not Assigned
Solomon Islands,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,Not Assigned
South Africa,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beneficiary
South Africa,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beneficiary
South Africa,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,Beneficiary
Spain,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Not Assigned
Sri Lanka,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,Not Assigned
State of Palestine,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,Not Assigned
Sudan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Sweden,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Torchbearer
Switzerland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,Torchbearer
Switzerland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,Torchbearer
Switzerland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,Torchbearer
Tajikistan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Thailand,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,Not Assigned
Timor-Leste,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Togo,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Tonga,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,Not Assigned
Trinidad and Tobago,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,Not Assigned
Tunisia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Türkiye,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Uganda,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Beneficiary
Uganda,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Beneficiary
Uganda,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Beneficiary
Ukraine,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beneficiary
United Republic of Tanzania,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Uruguay,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Uzbekistan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Vanuatu,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,Not Assigned
Venezuela (Bolivarian Republic of),16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,Not Assigned
Viet Nam,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,Not Assigned
Yemen,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Zambia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Zimbabwe,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Assigned
Afghanistan,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6951,80.2058,0.0,0.0,0.0,69.8331,78.3247,69.9229,72.6947,79.5346,100.3309,96.3114,100.8272,91.5585,48.6688,0.0,0.0,Not Assigned
